Hybridization REF,chrom,start
PAX4,7,127037582
SND1,7,127079438
NAG8,7,127424798
LRRC4,7,127454360
LOC646893,7,127592525
LEP,7,127668567
MGC27345,7,127731406
RBM28,7,127737673
LOC401399,7,127778146
IMPDH1,7,127819567
HIG2,7,127883181
METTL2,7,127904054
LOC646920,7,127942586
LOC646144,7,128019146
LOC402483,7,128059121
LOC646925,7,128084873
LOC646928,7,128085598
LOC646930,7,128088391
LOC346653,7,128099578
LOC442343,7,128120196
NYD-SP18,7,128142679
CALU,7,128166672
OPN1SW,7,128199783
NAG6,7,128219335
FLNC,7,128257719
ATP6V1F,7,128290134
CRIM2,7,128301118
LOC392787,7,128339950
IRF5,7,128365230
TNPO3,7,128382184
LOC286016,7,128482513
CYCSP20,7,128544803
LOC407835,7,128553561
TSPAN33,7,128571948
SMO,7,128615949
KIAA0828,7,128652100
LOC646240,7,128836920
FAM40B,7,128861536
LOC646968,7,129034139
NRF1,7,129038833
LOC646987,7,129207414
UBE2H,7,129260231
ZC3HC1,7,129445362
KIAA0265,7,129497585
FLJ14803,7,129591790
LOC136263,7,129634954
CPA2,7,129693960
CPA4,7,129720230
CPA5,7,129771921
CPA1,7,129807591
TSGA14,7,129823611
MEST,7,129913282
COPG2,7,129933318
TSGA13,7,130004026
KLF14,7,130068018
LOC347674,7,130157748
LOC646329,7,130216072
FLJ43663,7,130247412
LOC647017,7,130279465
LOC442723,7,130493224
MKLN1,7,130663175
PODXL,7,130835561
LOC647030,7,130997172
LOC647034,7,131000879
LOC442345,7,131088952
PLXNA4B,7,131820061
FLJ40288,7,131984093
CHCHD3,7,132120163
LOC653732,7,132369805
FAM10A7,7,132503300
EXOC4,7,132588369
FLJ32786,7,133462645
SLC35B4,7,133624629
AKR1B1,7,133777647
AKR1B10,7,133862939
LOC441282,7,133884388
BPGM,7,133982095
LOC402693,7,134070189
CALD1,7,134114711
AGBL3,7,134321802
LOC653739,7,134428677
FLJ11000,7,134483364
MGC5242,7,134501077
HSPC049,7,134520525
LOC346673,7,134567271
LOC647078,7,134623410
CNOT4,7,134697089
LOC647081,7,134779741
NUP205,7,134893228
LOC402694,7,134995327
LOC647087,7,134997263
SLC13A4,7,135016525
UNQ1940,7,135064895
LOC647091,7,135193762
MTPN,7,135262049
LOC647103,7,135986245
LOC392100,7,136049152
CHRM2,7,136203939
PTN,7,136562628
DGKI,7,136724925
LOC646487,7,137003094
LOC646483,7,137052398
CREB3L2,7,137210265
AKR1D1,7,137411736
LOC442726,7,137633404
LOC442727,7,137739448
LOC136307,7,137775973
TRIM24,7,137795619
LOC136306,7,137929570
LOC647123,7,138024413
ATP6V0A4,7,138041579
LOC155006,7,138133237
KIAA1549,7,138172055
MGC14289,7,138360992
ZC3HAV1,7,138378806
FLJ12571,7,138469064
LOC442729,7,138562770
FLJ25778,7,138566771
HSPC268,7,138676615
LUC7L2,7,138695548
FLJ44186,7,138786805
LOC442730,7,138837736
CLEC2L,7,138856751
HIPK2,7,138907915
LOC653052,7,139062213
TBXAS1,7,139175421
PARP12,7,139370018
KIAA1718,7,139430953
SLC37A3,7,139680021
RAB19B,7,139753916
LOC642355,7,139781583
MKRN1,7,139799320
DENND2A,7,139864689
ADCK2,7,140019422
NDUFB2,7,140042950
BRAF,7,140080746
MRPS33,7,140352431
LOC642421,7,140416371
LOC441284,7,140420580
LOC401410,7,140758847
LOC642512,7,140777161
MULK,7,140897693
FLJ40852,7,141050607
SSBP1,7,141084645
TAS2R3,7,141110366
TAS2R4,7,141124758
PS3,7,141134083
TAS2R5,7,141136486
LOC642627,7,141147758
LOC136242,7,141182555
OR9A3P,7,141209129
OR9A1P,7,141233417
OR9N1P,7,141257673
OR9A4,7,141265145
CLEC5A,7,141273626
TAS2R38,7,141318957
MGAM,7,141342148
LOC642684,7,141463143
LOC136542,7,141587033
TRY1,7,141598441
TRY2P,7,141612136
TRY3,7,141633556
TRBV1,7,141645314
TRBV2,7,141647309
TRBV3-1,7,141654907
TRBV4-1,7,141659531
TRBV5-1,7,141667379
TRBV6-1,7,141674660
TRBV7-1,7,141678521
TRBV4-2,7,141691835
TRBV6-2,7,141695655
TRBV3-2,7,141705636
TRBV4-3,7,141709095
TRBV6-3,7,141717336
TRBV7-2,7,141720969
TRBV8-1,7,141726537
TRBV5-2,7,141740923
TRBV6-4,7,141749279
TRBV7-3,7,141752850
TRBV8-2,7,141754652
TRBV5-3,7,141757668
TRBV9,7,141760404
TRBV10-1,7,141768395
TRBV11-1,7,141776154
TRBV12-1,7,141783687
TRBV10-2,7,141793461
TRBV11-2,7,141802421
TRBV12-2,7,141809348
TRBV6-5,7,141819478
TRBV7-4,7,141823636
TRBV5-4,7,141831583
TRBV6-6,7,141838053
TRBV7-5,7,141842568
TRBV5-5,7,141851028
TRBV6-7,7,141856336
TRBV7-6,7,141860651
TRBV5-6,7,141868540
TRBV6-8,7,141875852
TRBV7-7,7,141880094
TRBV5-7,7,141888557
TRBV6-9,7,141895863
TRBV7-8,7,141900477
TRBV5-8,7,141908693
TRBV7-9,7,141917894
TRBV13,7,141924413
TRBV10-3,7,141932825
TRBV11-3,7,141943473
TRBV12-3,7,141949075
TRBV12-4,7,141952398
TRBV12-5,7,141969589
TRBV14,7,141976532
TRBV15,7,141981607
TRBV16,7,141986616
TRBV17,7,141990232
TRBV18,7,142004303
TRBV19,7,142007563
TRBV20-1,7,142015233
TRBV21-1,7,142025416
TRBV22,7,142030237
TRBV23-1,7,142034456
TRBV24-1,7,142043797
TRBV25-1,7,142058172
TRBVA,7,142068801
TRBV26,7,142083093
TRBVB,7,142098796
TRBV27,7,142102795
TRBV28,7,142108085
TRBV29-1,7,142127703
PRSS1,7,142136904
TRY5,7,142147840
TRY6,7,142158332
TRY7,7,142168501
PRSS2,7,142178778
TRBD1,7,142194025
TRBJ1-1,7,142194692
TRBJ1-2,7,142194829
TRBJ1-3,7,142195442
TRBJ1-4,7,142196037
TRBJ1-5,7,142196310
TRBJ1-6,7,142196800
TRBC1,7,142199506
TRBD2,7,142203517
TRBJ2-1,7,142204177
TRBJ2-2,7,142204372
TRBJ2-2P,7,142204509
TRBJ2-3,7,142204659
TRBJ2-4,7,142204810
TRBJ2-5,7,142204931
TRBJ2-6,7,142205051
TRBJ2-7,7,142205268
TRBC2,7,142208852
TRBV30,7,142220397
EPHB6,7,142262914
TRPV6,7,142279082
TRPV5,7,142315389
C7orf34,7,142346721
KEL,7,142348323
OR9A2,7,142433409
OR9P1P,7,142454289
OR6V1,7,142459560
OR6W1P,7,142469503
PIP,7,142539296
TAS2R39,7,142590634
TAS2R40,7,142629294
GSTK1,7,142670686
FLJ90586,7,142692185
CASP2,7,142695524
CLCN1,7,142723341
KIAA0773,7,142760615
LOC402617,7,142786372
ZYX,7,142788482
EPHA1,7,142798327
TAS2R62P,7,142844250
TAS2R60,7,142850668
TAS2R41,7,142885088
OR2R1P,7,142895477
OR10AC1P,7,142917948
LOC643068,7,142939958
LOC441294,7,142979012
LOC643076,7,142983811
LOC653199,7,143005183
FLJ40722,7,143028667
LOC643087,7,143078415
CTAGE6,7,143083121
LOC643101,7,143124046
LOC653691,7,143138226
KIAA0738,7,143180982
OR2F2,7,143263259
OR2F1,7,143287997
OR2Q1P,7,143308931
OR6B1,7,143332023
OR2A5,7,143378428
OR2A25,7,143402246
OR2A41P,7,143405419
OR2A12,7,143423134
OR2A2,7,143437609
OR2A15P,7,143446490
OR2A14,7,143457139
OR2A13P,7,143469961
OR2A3P,7,143485052
OR2AO1P,7,143504766
FLJ43692,7,143514610
OR2A42,7,143559937
OR2A9P,7,143578497
OR2A7,7,143586722
LOC441296,7,143593887
LOC653700,7,143601318
LOC653250,7,143601318
OR2A1,7,143646151
ARHGEF5,7,143683422
NOBOX,7,143726972
LOC442744,7,143762852
TPK1,7,143779976
LOC402715,7,144333895
LOC643308,7,144368020
CNTNAP2,7,145444762
LOC392145,7,147762572
LOC402716,7,147908426
C7orf33,7,147918590
LOC643438,7,147965225
CUL1,7,148026866
EZH2,7,148135408
RNY5,7,148269011
PDIA4,7,148331087
COX6BP1,7,148381651
DKFZp762I137,7,148397513
ZNF425,7,148430809
ZNF398,7,148454441
LOC643505,7,148517760
ZNF282,7,148523487
ZNF212,7,148567707
LOC155060,7,148590195
NPM1P12,7,148661942
KIAA1285,7,148759394
FLJ31413,7,148800818
FLJ12700,7,148875178
KIAA1862,7,149043081
ZNF467,7,149092385
SSPO,7,149104064
LOC643641,7,149166395
LOC401431,7,149195794
ATP6V0E2L,7,149200990
LOC653338,7,149363668
LOC653722,7,149575240
LOC646267,7,149635629
MGC3036,7,149651538
C7orf29,7,149657871
RARRES2,7,149666351
REPIN1,7,149698794
MGC33584,7,149707383
GIMAP8,7,149778895
GIMAP7,7,149842878
ATQL3,7,149869653
GIMAP4,7,149895391
LOC643852,7,149941107
GIMAP6,7,149953396
GIMAP2,7,150013727
GIMAP1,7,150044631
GIMAP5,7,150065384
GIMAP3P,7,150074898
LR8,7,150119322
HCA112,7,150128787
ABP1,7,150180506
KCNH2,7,150272982
NOS3,7,150319080
ATG9B,7,150340233
ABCB8,7,150356470
ACCN3,7,150376885
CDK5,7,150381832
SLC4A2,7,150387672
FASTK,7,150404641
C7orf21,7,150409105
CENTG3,7,150414759
LOC442747,7,150476609
ASB10,7,150503718
LOC392843,7,150518899
LOC346545,7,150523606
ABCF2,7,150535856
CSGlcA-T,7,150560518
SMARCD3,7,150566992
NYREN18,7,150669791
LOC349136,7,150709147
CRYGN,7,150757989
RHEB,7,150794728
ETF1P2,7,150829802
PRKAG2,7,150884958
LOC644090,7,151134759
LOC644134,7,151205058
GALNTL5,7,151284444
GALNT11,7,151353797
LOC644227,7,151457043
MLL3,7,151464602
LOC155100,7,151768003
FABP5L3,7,151770509
LOC644271,7,151784161
LOC644309,7,151918605
XRCC2,7,151974516
LOC644333,7,152076981
ACTR3B,7,152087812
FLJ42291,7,152739252
LOC644571,7,153090834
LOC653748,7,153215356
LOC646477,7,153383607
DPP6,7,154060464
PAXIP1,7,154366334
HTR5A,7,154493543
LOC644697,7,154523248
INSIG1,7,154720476
LOC644787,7,154826626
EN2,7,154942176
LOC644841,7,154995060
PRR8,7,155158335
RBM33,7,155232041
SHH,7,155288319
LOC393076,7,155589874
LOC645176,7,155957560
LOC645183,7,156091174
C7orf13,7,156124016
RNF32,7,156126162
LMBR1,7,156168394
NOM1,7,156435178
HLXB9,7,156490308
LOC645249,7,156495969
LOC645272,7,156573565
UBE3C,7,156624425
DNAJB6,7,156822471
LOC393078,7,156926773
PTPRN2,7,157024516
LOC642620,7,157346084
LOC285872,7,158107626
LUZP5,7,158125249
LOC645373,7,158205200
FAM62B,7,158216450
WDR60,7,158342030
LOC442366,7,158477943
VIPR2,7,158513627
LOC645428,7,158637591
LOC644033,8,3720
LOC644091,8,83944
OR4F21,8,106086
LOC644102,8,139210
LOC644113,8,142292
LOC644128,8,148350
ZNF596,8,172382
LOC644147,8,240244
FBXO25,8,346808
C8orf42,8,431646
LOC389607,8,597192
ERICH1,8,604200
C8orf68,8,677657
LOC401442,8,678551
LOC644319,8,735561
LOC644327,8,738125
LOC644421,8,1187786
DLGAP2,8,1436976
CLN8,8,1699348
C8orf61,8,1720281
ARHGEF10,8,1759556
LOC644668,8,1805295
KBTBD11,8,1909451
LOC644711,8,1925692
MYOM2,8,1980655
CSMD1,8,2782789
LOC392179,8,4972846
LOC392180,8,5693627
MCPH1,8,6276480
ANGPT2,8,6347601
AGPAT5,8,6553286
XKR5,8,6653448
DEFB1,8,6715507
LOC392181,8,6743810
LOC645265,8,6749454
DEFA6,8,6769629
DEFA4,8,6780755
DEFA8P,8,6795176
LOC645285,8,6802589
DEFA1,8,6822581
LOC645303,8,6830594
LOC653600,8,6841687
LOC645316,8,6849698
DEFA3,8,6860805
LOC645336,8,6883503
DEFA5,8,6900239
LOC645344,8,7073005
LOC441320,8,7083212
OR7E125P,8,7091551
LOC645353,8,7101836
LOC349196,8,7106573
FAM90A3,8,7109458
LOC645362,8,7113179
FAM90A4,8,7117144
LOC645378,8,7120801
LOC441314,8,7124702
LOC653618,8,7128423
FAM90A5,8,7132324
LOC645391,8,7136045
LOC645392,8,7141255
FAM66E,8,7163483
LOC401447,8,7177008
LOC645402,8,7181736
LOC402329,8,7186758
LOC283202,8,7194019
LOC645413,8,7218076
HSPDP3,8,7263767
DEFB103A,8,7273820
SPAG11,8,7292686
DEFB104A,8,7315236
DEFB106A,8,7327436
DEFB105A,8,7332653
LOC441316,8,7384566
LOC645489,8,7391421
FAM90A6P,8,7393431
LOC645493,8,7393985
LOC645509,8,7396048
FAM90A7,8,7401076
LOC645525,8,7403696
LOC645535,8,7408726
LOC645550,8,7411346
LOC645541,8,7411499
LOC645558,8,7416371
LOC645567,8,7418990
LOC645572,8,7424020
OR7E157P,8,7436919
LOC645599,8,7445854
LOC645627,8,7581257
LOC645633,8,7591756
LOC645649,8,7594227
LOC645642,8,7600203
LOC645651,8,7610375
LOC645660,8,7614096
LOC441326,8,7618023
LOC645673,8,7621744
LOC441323,8,7625671
LOC645681,8,7629392
FAM90A8,8,7633319
LOC645689,8,7637039
LOC441325,8,7640966
LOC645701,8,7644687
LOC645709,8,7648614
LOC645718,8,7652335
FAM90A9,8,7656262
LOC645732,8,7659983
FAM90A10,8,7663909
LOC645743,8,7667631
LOC645750,8,7673529
LOC653666,8,7716940
LOC653667,8,7720097
LOC653669,8,7731065
LOC653423,8,7742818
LOC653671,8,7776142
LOC645808,8,7785929
DEFB4,8,7789609
LOC653425,8,7821316
LOC645826,8,7829344
LOC392187,8,7862276
LOC392188,8,7866593
LOC645836,8,7871325
LOC441340,8,7879980
FAM90A11P,8,7906723
LOC645863,8,7909337
FAM90A12,8,7914364
LOC645875,8,7916983
LOC645879,8,7922012
LOC645888,8,7927658
OR7E96P,8,7934911
LOC645906,8,7943851
LOC286042,8,8123533
DKFZp761P0423,8,8212674
CLDN23,8,8597076
MFHAS1,8,8680942
MRPS18CP2,8,8828638
LOC645960,8,8850409
THEX1,8,8897860
RNU7P4,8,8967379
PPP1R3B,8,9032916
LOC645986,8,9144406
TNKS,8,9450855
MSRA,8,9949236
LOC346702,8,10391079
UNQ9391,8,10420491
RP1L1,8,10501269
LOC203076,8,10566687
SOX7,8,10618688
PINX1,8,10659883
XKR6,8,10791064
C8orf15,8,11018301
C8orf16,8,11021390
LOC392193,8,11150939
MTMR9,8,11179410
AMAC1L2,8,11225905
TDH,8,11234556
C8orf13,8,11316382
BLK,8,11388930
GATA4,8,11599162
C8orf49,8,11656174
NEIL2,8,11664666
FDFT1,8,11697599
CTSB,8,11737442
OR7E158P,8,11814814
OR7E161P,8,11823486
DEFB137,8,11868871
DEFB136,8,11877239
DEFB134,8,11888898
LOC646244,8,11898324
LOC646253,8,11920128
OR7E160P,8,11929474
LOC646266,8,11938421
LOC440053,8,11984263
LOC392196,8,12022784
LOC392197,8,12027335
DUB3,8,12032086
FAM90A2P,8,12067122
LOC646287,8,12067679
LOC646290,8,12073603
LOC653726,8,12076843
FAM86B1,8,12077016
ZNF705CP,8,12256298
LOC653727,8,12260946
LOC646304,8,12263899
LOC389633,8,12316403
LOC646318,8,12316960
LOC646323,8,12322886
LOC653333,8,12326120
LOC646344,8,12349868
LOC653337,8,12438965
LOC646354,8,12566572
OR7E8P,8,12586020
OR7E15P,8,12598250
OR7E10P,8,12604932
LONRF1,8,12623786
FLJ36980,8,12853236
KIAA1456,8,12914144
DLC1,8,12985243
C8orf48,8,13468723
SGCZ,8,13991744
TUSC3,8,15442101
LOC137012,8,15707881
LOC646433,8,15844948
MSR1,8,16009761
LOC646440,8,16177578
MRPL49P2,8,16276499
LOC646444,8,16369650
FGF20,8,16894705
EFHA2,8,16929119
ZDHHC2,8,17058402
CNOT7,8,17131108
VPS37A,8,17148851
MTMR7,8,17199910
LOC646479,8,17367248
SLC7A2,8,17440685
PDGFRL,8,17478986
MTUS1,8,17545583
FGL1,8,17766180
PCM1,8,17824779
ASAH1,8,17958221
MRPS18CP3,8,17988662
NAT1,8,18111895
AACP,8,18271699
LOC392206,8,18285049
NAT2,8,18293035
LOC653754,8,18429097
PSD3,8,18432343
LOC442382,8,19142438
SH2D4A,8,19215483
ChGn,8,19305952
C8orf35,8,19719277
LPL,8,19841058
SLC18A1,8,20046652
ATP6V1B2,8,20098984
LZTS1,8,20147956
RNU3P2,8,20516602
LOC646608,8,21212610
GFRA2,8,21593810
LOC653765,8,21681801
OR6R2P,8,21710544
DOK2,8,21822330
XPO7,8,21833128
NPM2,8,21938300
FGF17,8,21956374
EPB49,8,21972680
RAI16,8,22002660
NUDT18,8,22020329
HR,8,22027877
C8orf20,8,22051478
LGI3,8,22060288
SFTPC,8,22075113
BMP1,8,22078835
PHYHIP,8,22133181
LOC646654,8,22158016
POLR3D,8,22158564
PIWIL2,8,22188796
SLC39A14,8,22280737
PPP3CC,8,22354541
SORBS3,8,22465196
PDLIM2,8,22492588
C8orf58,8,22513067
KIAA1967,8,22518202
BIN3,8,22533876
FLJ14107,8,22553829
EGR3,8,22601119
PEBP4,8,22626713
RHOBTB2,8,22913407
TNFRSF10B,8,22933591
TNFRSF10C,8,23016379
TNFRSF10D,8,23049046
TNFRSF10A,8,23104915
LOC389641,8,23138685
CHMP7,8,23157114
R3HCC1,8,23201387
LOXL2,8,23210355
ENTPD4,8,23346075
LOC646708,8,23396041
SLC25A37,8,23442417
LOC653778,8,23486142
LOC646721,8,23546171
NKX3-1,8,23592173
NKX2-6,8,23615909
LOC646731,8,23626332
STC1,8,23755379
LOC646740,8,24031797
ADAM28,8,24207565
ADAMDEC1,8,24297916
ADAM7,8,24354484
NEF3,8,24827212
NEFL,8,24866240
DOCK5,8,25098204
GNRH1,8,25332693
KCTD9,8,25341280
CDCA2,8,25372428
EBF2,8,25757429
PPP2R2A,8,26204951
LOC157489,8,26292592
BNIP3L,8,26296440
LOC440258,8,26306505
PNMA2,8,26418113
LOC338097,8,26461102
DPYSL2,8,26491338
ADRA1A,8,26661584
LOC646818,8,26923920
STMN4,8,27149731
TRIM35,8,27198321
PTK2B,8,27224916
CHRNA2,8,27374182
EPHX2,8,27404562
GULOP,8,27491045
CLU,8,27510368
SCARA3,8,27547496
LOC646843,8,27610549
CCDC25,8,27646752
ESCO2,8,27687977
PBK,8,27723057
SCARA5,8,27783655
HMFN0672,8,27936753
ELP3,8,28006645
LOC389644,8,28211773
PNOC,8,28230568
ZNF395,8,28259021
FBXO16,8,28341848
FZD3,8,28407692
LOC653787,8,28607906
EXTL3,8,28615072
RC74,8,28681099
FLJ21616,8,28804144
KIF13B,8,28980715
DUSP4,8,29249530
LOC646909,8,29545526
MAP2K1P1,8,30005971
TMEM66,8,30040173
LEPROTL1,8,30072487
DCTN6,8,30133355
LOC392209,8,30214440
LOC642319,8,30226560
LOC92755,8,30327682
RBPMS,8,30361486
LOC642356,8,30543861
GTF2E2,8,30555573
GSR,8,30655977
LOC642388,8,30706725
UBXD6,8,30721241
PPP2CB,8,30762668
TEX15,8,30808602
LOC441344,8,30895169
PURG,8,30972863
WRN,8,31010320
LOC642513,8,31195242
LOC653104,8,31617043
NRG1,8,32525295
FUT10,8,33347884
RBM13,8,33462259
C8orf41,8,33476014
RNF122,8,33524815
DUSP26,8,33568393
LOC642685,8,33608031
VENTXP5,8,33698241
LOC388460,8,33836440
CYCSP3,8,33946621
LOC137107,8,34300055
LOC653122,8,35500634
UNC5D,8,35521452
LOC642855,8,36355133
MRPS7P1,8,36771939
FKSG2,8,36865155
LOC642879,8,37060455
LOC642950,8,37427609
ZNF703,8,37672459
SPFH2,8,37713307
PROSC,8,37738833
GPR124,8,37773932
BRF2,8,37820558
RAB11FIP1,8,37835628
GOT1L1,8,37910957
ADRB3,8,37939673
EIF4EBP1,8,38007185
ASH2L,8,38082223
STAR,8,38119375
LSM1,8,38140014
BAG4,8,38153263
DDHD2,8,38208264
PPAPDC1B,8,38241414
WHSC1L1,8,38251717
LETM2,8,38363177
FGFR1,8,38389449
FLJ43582,8,38487509
RNF5P1,8,38576849
LOC653218,8,38693133
TACC1,8,38763938
PLEKHA2,8,38877916
HTRA4,8,38950854
TM2D2,8,38965484
ADAM9,8,38973662
ADAM32,8,39084325
ADAM5,8,39291339
ADAM3A,8,39427721
LOC643197,8,39539794
ADAM18,8,39561299
ADAM2,8,39720411
INDO,8,39890485
LOC169355,8,39911631
C8orf4,8,40130146
ZMAT4,8,40507270
SFRP1,8,41238635
GOLGA7,8,41467238
LOC392214,8,41487906
SLD5,8,41505903
AGPAT6,8,41554876
FLJ25169,8,41621854
ANK1,8,41629901
LOC643484,8,41889243
MYST3,8,41907420
AP3M2,8,42129761
PLAT,8,42151908
IKBKB,8,42247986
POLB,8,42315187
DKK4,8,42350743
VDAC3,8,42368547
SLC20A2,8,42393150
C8orf40,8,42515913
CHRNB3,8,42671719
CHRNA6,8,42726920
THAP1,8,42810974
RNF170,8,42829548
HOOK3,8,42871190
FNTA,8,43030599
FLJ23356,8,43067818
LOC441347,8,43100501
TMEM76,8,43114759
LOC643642,8,43173705
LOC643654,8,43220557
LOC347028,8,43244390
POTE8,8,43266742
LOC653343,8,43335320
LOC389652,8,47610010
MAPK6PS4,8,48002118
RPL10AP2,8,48187877
LOC389654,8,48219283
LOC392217,8,48224796
CEBPD,8,48812029
LOC643975,8,48813340
PRKDC,8,48848222
MCM4,8,49036047
UBE2V2,8,49083548
LOC389655,8,49459705
FLJ46365,8,49665514
EFCAB1,8,49798520
LOC644334,8,49988976
SNAI2,8,49992789
C8orf22,8,50147460
C8orf62,8,50815329
SNTG1,8,50987150
CYCSP22,8,51837599
LOC644507,8,52155938
PXDNL,8,52394691
LOC644527,8,52485577
BTF3P1,8,52796779
PCMTD1,8,52892700
ST18,8,53185952
UNQ9433,8,53609251
RB1CC1,8,53697571
LOC644727,8,53788690
LOC644755,8,53967970
GPR7,8,54015021
OPRK1,8,54300829
MAPK6PS1,8,54611473
ATP6V1H,8,54790668
RGS20,8,54926921
TCEA1,8,55041669
LYPLA1,8,55121491
TDGF5,8,55148087
LOC644866,8,55190566
MRPL15,8,55210334
LOC392221,8,55266649
SOX17,8,55533048
LOC392222,8,55554676
SEC11L2,8,55597892
RP1,8,55691180
LOC644986,8,55801526
XKR4,8,56177571
LOC645012,8,56608740
TMEM68,8,56813874
NCOA6IP,8,56848255
LYN,8,56954926
PSMC6P,8,57124794
RPS20,8,57148167
RNU54,8,57148952
MOS,8,57188055
PLAG1,8,57236037
CHCHD7,8,57286869
LOC653569,8,57286905
LOC442387,8,57328073
RDHE2,8,57375122
LOC442388,8,57448181
PENK,8,57516070
LOC389662,8,57551883
RPL37P6,8,57663504
IMPAD1,8,58037819
LOC286177,8,58335727
C8orf71,8,58354662
T1560,8,59053547
C8orf72,8,59150669
LOC137886,8,59486459
CYP7A1,8,59565292
LOC137885,8,59578710
SDCBP,8,59628282
NSMAF,8,59658617
TOX,8,59880531
LOC645408,8,60896099
CA8,8,61263977
LOC392225,8,61451024
RAB2,8,61592113
CHD7,8,61753893
LOC442389,8,61981172
NASPP1,8,62012056
NPM1P6,8,62277475
MGC34646,8,62363104
ASPH,8,62578374
LOC643730,8,62653261
LOC645551,8,62985130
LOC392226,8,63218421
FAM77D,8,63324055
LOC643763,8,64052980
GGH,8,64090192
TTPA,8,64135985
YTHDF3,8,64243734
IFITM8P,8,64484177
BHLHB5,8,65655368
CYP7B1,8,65671246
LOC645765,8,66299667
LOC392227,8,66452342
ARMC1,8,66677618
MTFR1,8,66719528
PDE7A,8,66793867
DNAJC5B,8,67096349
TRIM55,8,67201832
CRH,8,67251173
RRS1,8,67503817
ADHFE1,8,67507288
C8orf46,8,67568321
MYBL1,8,67636970
LOC645895,8,67686872
VCPIP1,8,67705042
C8orf44,8,67751008
SGK3,8,67787445
PTTG3,8,67842186
C8orf45,8,67948884
LOC645929,8,68036084
LOC645936,8,68058924
LOC286187,8,68062920
COPS5,8,68117868
CSPP1,8,68158637
ARFGEF1,8,68272451
CPA6,8,68496962
DEPDC2,8,69027157
C8orf34,8,69512702
LOC389667,8,70204410
LOC646009,8,70499664
SULF1,8,70541427
SLCO5A1,8,70747129
PRDM14,8,71126575
H2AFZP2,8,71178207
NCOA2,8,71186821
LOC646067,8,71291490
LOC646063,8,71348163
TRAM1,8,71648227
LACTB2,8,71712045
XKR9,8,71744154
EYA1,8,72272222
MSC,8,72916350
TRPA1,8,73096040
LOC392232,8,73305209
KCNB2,8,73612180
TERF1,8,74083661
RPESP,8,74141808
LOC646197,8,74290841
LOC389669,8,74316124
RPL7,8,74365428
RDH10,8,74369891
LOC644201,8,74523523
STAU2,8,74624394
VENTXP6,8,74725790
LOC646235,8,74819717
UBE2W,8,74865394
TCEB1,8,75021188
TMEM70,8,75050998
LY96,8,75066144
JPH1,8,75309493
GDAP1,8,75425252
LOC286157,8,75673771
FLJ39080,8,75674662
PI15,8,75899327
CRISPLD1,8,76059531
HNF4G,8,76614758
MRPL9P1,8,77677617
LOC646345,8,77685675
ZFHX4,8,77778835
PXMP3,8,78057713
LOC646374,8,79465831
PKIA,8,79590891
C8orf70,8,79740885
IL7,8,79807560
LOC644363,8,79834011
LOC646399,8,80360503
STMN2,8,80685935
HEY1,8,80838800
MRPS28,8,80993650
TPD52,8,81109658
LOC389671,8,81257817
LOC402342,8,81340301
LOC340443,8,81375659
ZBTB10,8,81561003
LOC389672,8,81631962
LOC646437,8,81652923
ZNF704,8,81713324
CKS1A,8,81719254
PAG1,8,82042600
LOC653745,8,82042606
LOC653746,8,82067986
LOC646463,8,82329681
FABP5,8,82355340
PMP2,8,82515116
LOC646480,8,82533898
FABP4,8,82553481
FTHL11,8,82596332
LOC646486,8,82599779
LOC646490,8,82645527
IMPA1,8,82732751
SLC10A5,8,82768446
ZFAND1,8,82776513
CHMP4C,8,82807243
SNX16,8,82874373
HNRPA1P4,8,83365694
LOC646521,8,83748811
LOC646529,8,84167514
LOC646537,8,84987509
LOC138046,8,85258141
LRRCC1,8,86206716
E2F5,8,86276874
C8orf59,8,86313269
CA13,8,86345259
CA1,8,86427709
CA3,8,86537710
CA2,8,86563498
LOC653760,8,86716825
LOC392242,8,86741879
REXO1L3P,8,86743876
REXO1L1,8,86755785
LOC653042,8,86859610
REXO1L5P,8,86861660
REXO1L2P,8,86873805
REXO1L6P,8,86885995
REXO1L7P,8,86897909
LOC642320,8,87098164
PSKH2,8,87129807
ATP6V0D2,8,87180255
SLC7A13,8,87295404
WWP1,8,87424110
FAM82B,8,87555454
LOC642367,8,87562925
LOC642382,8,87584921
CPNE3,8,87595788
CNGB3,8,87655277
LOC642428,8,87847285
CNBD1,8,87947789
LOC642461,8,88682655
SOX5P,8,88869579
WDR21C,8,88952095
LOC642514,8,89065639
MMP16,8,89122152
LOC642595,8,90185587
LOC642609,8,90493858
RIPK2,8,90839173
C8orf1,8,90983269
NBN,8,91014740
DECR1,8,91082756
CALB1,8,91140014
TMEM64,8,91706464
EFCBP1,8,91872954
LOC642730,8,92039510
TMEM55A,8,92075675
OTUD6B,8,92151754
LOC642767,8,92184066
LOC441368,8,92239087
SLC26A7,8,92330692
MRPS16P1,8,92998911
RUNX1T1,8,93040328
RPS26P10,8,93225395
LOC642866,8,93646853
FLJ46284,8,93794368
LOC642649,8,93964940
LOC389676,8,94215506
LOC642924,8,94427877
LOC642936,8,94727464
FAM92A1,8,94779971
RBM12B,8,94812904
TMEM67,8,94836321
LOC157667,8,94930965
PPM2C,8,94998338
CDH17,8,95208566
GEM,8,95330657
LOC643022,8,95429253
RAD54B,8,95453364
FSBP,8,95513351
KIAA1429,8,95569776
LOC643041,8,95646440
LOC643049,8,95667909
RBM35A,8,95722598
DPY19L4,8,95801327
